Date,Hours,SE1,SE2,SE3,SE4
14-04-2018,16 - 17,405.93,405.93,405.93,405.93
14-04-2018,17 - 18,408.84,408.84,408.84,408.84
14-04-2018,18 - 19,416.22,416.22,416.22,416.22
14-04-2018,19 - 20,425.57,425.57,425.57,425.57
14-04-2018,20 - 21,426.4,426.4,426.4,426.4
14-04-2018,21 - 22,427.55,427.55,427.55,427.55
14-04-2018,22 - 23,425.57,425.57,425.57,425.57
14-04-2018,23 - 00,415.6,415.6,415.6,415.6
15-04-2018,00 - 01,412.2,412.2,412.2,412.2
15-04-2018,01 - 02,409.49,409.49,409.49,409.49
15-04-2018,02 - 03,406.05,406.05,406.05,406.05
15-04-2018,03 - 04,405.42,405.42,405.42,405.42
15-04-2018,04 - 05,406.57,406.57,406.57,406.57
15-04-2018,05 - 06,406.15,406.15,406.15,406.15
15-04-2018,06 - 07,407.51,407.51,407.51,407.51
15-04-2018,07 - 08,411.88,411.88,411.88,411.88
15-04-2018,08 - 09,415.22,415.22,415.22,415.22
15-04-2018,09 - 10,418.13,418.13,418.13,418.13
15-04-2018,10 - 11,422.72,422.72,422.72,422.72
15-04-2018,11 - 12,420.22,420.22,420.22,420.22
15-04-2018,12 - 13,415.63,415.63,415.63,415.63
15-04-2018,13 - 14,411.57,411.57,411.57,411.57
15-04-2018,14 - 15,410.32,410.32,410.32,410.32
15-04-2018,15 - 16,409.8,409.8,409.8,409.8
15-04-2018,16 - 17,410.42,410.42,410.42,410.42
15-04-2018,17 - 18,413.03,413.03,413.03,413.03
15-04-2018,18 - 19,414.28,414.28,414.28,414.28
15-04-2018,19 - 20,428.97,428.97,428.97,428.97
15-04-2018,20 - 21,442.72,442.72,442.72,442.72
15-04-2018,21 - 22,434.81,434.81,434.81,434.81
15-04-2018,22 - 23,420.11,420.11,420.11,420.11
15-04-2018,23 - 00,408.24,408.24,408.24,408.24
16-04-2018,00 - 01,403.76,403.76,403.76,403.76
16-04-2018,01 - 02,398.86,398.86,398.86,398.86
16-04-2018,02 - 03,397.61,397.61,397.61,397.61
16-04-2018,03 - 04,399.69,399.69,399.69,399.69
16-04-2018,04 - 05,406.67,406.67,406.67,406.67
16-04-2018,05 - 06,426.89,426.89,426.89,426.89
16-04-2018,06 - 07,486.07,486.07,486.07,486.07
16-04-2018,07 - 08,584.53,584.53,584.53,584.53
16-04-2018,08 - 09,677.16,677.16,677.16,677.16
16-04-2018,09 - 10,614.44,614.44,614.44,614.44
16-04-2018,10 - 11,580.78,580.78,580.78,580.78
16-04-2018,11 - 12,551.92,551.92,551.92,551.92
16-04-2018,12 - 13,539.83,539.83,539.83,539.83
16-04-2018,13 - 14,520.87,520.87,520.87,520.87
16-04-2018,14 - 15,482.42,482.42,482.42,482.42
16-04-2018,15 - 16,477.11,477.11,477.11,477.11
16-04-2018,16 - 17,466.9,466.9,466.9,466.9
16-04-2018,17 - 18,476.59,476.59,476.59,476.59
16-04-2018,18 - 19,505.24,505.24,505.24,505.24
16-04-2018,19 - 20,550.57,550.57,550.57,550.57
16-04-2018,20 - 21,573.07,573.07,573.07,573.07
16-04-2018,21 - 22,500.97,500.97,500.97,500.97
16-04-2018,22 - 23,458.25,458.25,458.25,458.25
16-04-2018,23 - 00,432.93,432.93,432.93,432.93
17-04-2018,00 - 01,417.73,417.73,417.73,417.73
17-04-2018,01 - 02,413.05,413.05,413.05,413.05
17-04-2018,02 - 03,409.93,409.93,409.93,409.93
17-04-2018,03 - 04,407.02,407.02,407.02,407.02
17-04-2018,04 - 05,407.54,407.54,407.54,407.54
17-04-2018,05 - 06,413.57,413.57,413.57,413.57
17-04-2018,06 - 07,469.43,469.43,469.43,469.43
17-04-2018,07 - 08,570.85,570.85,570.85,570.85
17-04-2018,08 - 09,582.5,582.5,582.5,582.5
17-04-2018,09 - 10,540.16,540.16,540.16,540.16
17-04-2018,10 - 11,501.88,501.88,501.88,501.88
17-04-2018,11 - 12,479,479,479,479
17-04-2018,12 - 13,467.24,467.24,467.24,467.24
17-04-2018,13 - 14,444.67,444.67,444.67,444.67
17-04-2018,14 - 15,420.02,420.02,420.02,420.02
17-04-2018,15 - 16,415.76,415.76,415.76,415.76
17-04-2018,16 - 17,426.26,426.26,426.26,426.26
17-04-2018,17 - 18,454.03,454.03,454.03,454.03
17-04-2018,18 - 19,510.62,510.62,510.62,510.62
17-04-2018,19 - 20,520.92,520.92,520.92,520.92
17-04-2018,20 - 21,460.9,460.9,460.9,460.9
17-04-2018,21 - 22,443.84,443.84,443.84,443.84
17-04-2018,22 - 23,432.61,432.61,432.61,432.61
17-04-2018,23 - 00,414.3,414.3,414.3,414.3
18-04-2018,00 - 01,402.62,402.62,402.62,402.62
18-04-2018,01 - 02,393.86,393.86,393.86,393.86
18-04-2018,02 - 03,385.74,385.74,385.74,385.74
18-04-2018,03 - 04,380.74,380.74,380.74,380.74
18-04-2018,04 - 05,379.49,379.49,379.49,379.49
18-04-2018,05 - 06,397.62,397.62,397.62,397.62
18-04-2018,06 - 07,440.86,440.86,440.86,440.86
18-04-2018,07 - 08,539.12,539.12,539.12,539.12
18-04-2018,08 - 09,577.56,577.56,577.56,577.56
18-04-2018,09 - 10,489.73,489.73,489.73,489.73
18-04-2018,10 - 11,458.78,458.78,458.78,458.78
18-04-2018,11 - 12,440.54,440.54,440.54,440.54
18-04-2018,12 - 13,434.61,434.61,434.61,434.61
18-04-2018,13 - 14,426.06,426.06,426.06,426.06
18-04-2018,14 - 15,413.97,413.97,413.97,413.97
18-04-2018,15 - 16,413.25,413.25,413.25,413.25
18-04-2018,16 - 17,419.71,419.71,419.71,419.71
18-04-2018,17 - 18,427.31,427.31,427.31,427.31
18-04-2018,18 - 19,446.07,446.07,446.07,446.07
18-04-2018,19 - 20,450.76,450.76,450.76,450.76
18-04-2018,20 - 21,446.59,446.59,446.59,446.59
18-04-2018,21 - 22,439.5,439.5,439.5,439.5
18-04-2018,22 - 23,427.83,427.83,427.83,427.83
18-04-2018,23 - 00,396.78,396.78,396.78,396.78
19-04-2018,00 - 01,372.52,372.52,372.52,372.52
19-04-2018,01 - 02,354.41,354.41,354.41,354.41
19-04-2018,02 - 03,347.54,347.54,347.54,347.54
19-04-2018,03 - 04,350.67,350.67,350.67,350.67
19-04-2018,04 - 05,352.95,352.95,352.95,352.95
19-04-2018,05 - 06,379.38,379.38,379.38,379.38
19-04-2018,06 - 07,422.15,422.15,422.15,422.15
19-04-2018,07 - 08,512.99,512.99,512.99,512.99
19-04-2018,08 - 09,519.86,519.86,519.86,519.86
19-04-2018,09 - 10,480.63,480.63,480.63,480.63
19-04-2018,10 - 11,447.44,447.44,447.44,447.44
19-04-2018,11 - 12,434.22,434.22,434.22,434.22
19-04-2018,12 - 13,415.39,415.39,415.39,415.39
19-04-2018,13 - 14,412.68,412.68,412.68,412.68
19-04-2018,14 - 15,403.01,403.01,403.01,403.01
19-04-2018,15 - 16,401.96,401.96,401.96,401.96
19-04-2018,16 - 17,410.18,410.18,410.18,410.18
19-04-2018,17 - 18,428.81,428.81,428.81,428.81
19-04-2018,18 - 19,435.47,435.47,435.47,435.47
19-04-2018,19 - 20,441.19,441.19,441.19,441.19
19-04-2018,20 - 21,423.92,423.92,423.92,423.92
19-04-2018,21 - 22,411.64,411.64,411.64,411.64
19-04-2018,22 - 23,395.51,395.51,395.51,395.51
19-04-2018,23 - 00,360.34,360.34,360.34,360.34
20-04-2018,00 - 01,358.37,358.37,358.37,358.37
20-04-2018,01 - 02,333.99,333.99,333.99,333.99
20-04-2018,02 - 03,323.93,323.93,323.93,323.93
20-04-2018,03 - 04,325.49,325.49,325.49,325.49
20-04-2018,04 - 05,332.54,332.54,332.54,332.54
20-04-2018,05 - 06,364.9,364.9,364.9,364.9
20-04-2018,06 - 07,399.54,399.54,399.54,415.62
20-04-2018,07 - 08,416.04,416.04,416.04,497.36
20-04-2018,08 - 09,429.62,429.62,429.62,507.52
20-04-2018,09 - 10,433.05,433.05,433.05,476.3
20-04-2018,10 - 11,422.57,422.57,422.57,446.22
20-04-2018,11 - 12,408.05,408.05,408.05,425.27
20-04-2018,12 - 13,392.7,392.7,392.7,392.7
20-04-2018,13 - 14,382.22,382.22,382.22,382.22
20-04-2018,14 - 15,372.06,372.06,372.06,372.06
20-04-2018,15 - 16,363.35,363.35,363.35,363.35
20-04-2018,16 - 17,370.92,370.92,370.92,370.92
20-04-2018,17 - 18,385.75,385.75,385.75,385.75
20-04-2018,18 - 19,397.57,397.57,397.57,397.57
20-04-2018,19 - 20,396.33,396.33,396.33,396.33
20-04-2018,20 - 21,392.39,392.39,392.39,392.39
20-04-2018,21 - 22,386.27,386.27,386.27,386.27
20-04-2018,22 - 23,376.31,376.31,376.31,376.31
20-04-2018,23 - 00,322.27,322.27,322.27,322.27
21-04-2018,00 - 01,306.23,306.23,306.23,306.23
21-04-2018,01 - 02,291.07,291.07,291.07,291.07
21-04-2018,02 - 03,286.3,286.3,286.3,286.3
21-04-2018,03 - 04,281.01,281.01,281.01,281.01
21-04-2018,04 - 05,286.41,286.41,286.41,286.41
21-04-2018,05 - 06,306.23,306.23,306.23,306.23
21-04-2018,06 - 07,332.69,332.69,332.69,332.69
21-04-2018,07 - 08,353.86,353.86,353.86,353.86
21-04-2018,08 - 09,362.57,362.57,362.57,362.57
21-04-2018,09 - 10,352.09,352.09,352.09,352.09
21-04-2018,10 - 11,352.3,352.3,352.3,352.3
21-04-2018,11 - 12,343.58,343.58,343.58,343.58
21-04-2018,12 - 13,320.96,320.96,320.96,320.96
21-04-2018,13 - 14,303.84,303.84,303.84,303.84
21-04-2018,14 - 15,249.15,249.15,249.15,249.15
21-04-2018,15 - 16,259.01,259.01,259.01,259.01
21-04-2018,16 - 17,291.18,291.18,291.18,291.18
21-04-2018,17 - 18,321.27,321.27,321.27,321.27
21-04-2018,18 - 19,356.87,356.87,356.87,356.87
21-04-2018,19 - 20,374.51,374.51,374.51,374.51
21-04-2018,20 - 21,378.45,378.45,378.45,378.45
21-04-2018,21 - 22,377.1,377.1,377.1,377.1
21-04-2018,22 - 23,374.3,374.3,374.3,374.3
21-04-2018,23 - 00,363.2,363.2,363.2,363.2
22-04-2018,00 - 01,354.02,354.02,354.02,354.02
22-04-2018,01 - 02,325.15,325.15,325.15,325.15
22-04-2018,02 - 03,307.81,307.81,307.81,307.81
22-04-2018,03 - 04,321,321,321,321
22-04-2018,04 - 05,331.39,331.39,331.39,331.39
22-04-2018,05 - 06,344.26,344.26,344.26,344.26
22-04-2018,06 - 07,353.61,353.61,353.61,353.61
22-04-2018,07 - 08,371.68,371.68,371.68,371.68
22-04-2018,08 - 09,378.22,378.22,378.22,378.22
22-04-2018,09 - 10,383.62,383.62,383.62,383.62
22-04-2018,10 - 11,384.25,384.25,384.25,384.25
22-04-2018,11 - 12,383.93,383.93,383.93,383.93
22-04-2018,12 - 13,378.95,378.95,378.95,378.95
22-04-2018,13 - 14,373.86,373.86,373.86,373.86
22-04-2018,14 - 15,369.81,369.81,369.81,369.81
22-04-2018,15 - 16,372.09,372.09,372.09,372.09
22-04-2018,16 - 17,374.79,374.79,374.79,374.79
22-04-2018,17 - 18,380.3,380.3,380.3,380.3
22-04-2018,18 - 19,382.38,382.38,382.38,382.38
22-04-2018,19 - 20,382.89,382.89,382.89,382.89
22-04-2018,20 - 21,383.83,383.83,383.83,383.83
22-04-2018,21 - 22,375.31,375.31,375.31,375.31
22-04-2018,22 - 23,358.07,358.07,358.07,358.07
22-04-2018,23 - 00,343.74,343.74,343.74,343.74
23-04-2018,00 - 01,314.15,314.15,314.15,314.15
23-04-2018,01 - 02,259.52,259.52,259.52,259.52
23-04-2018,02 - 03,258.9,258.9,258.9,258.9
23-04-2018,03 - 04,258.27,258.27,258.27,258.27
23-04-2018,04 - 05,259.11,259.11,259.11,259.11
23-04-2018,05 - 06,355.89,355.89,355.89,355.89
23-04-2018,06 - 07,386.43,386.43,386.43,386.43
23-04-2018,07 - 08,405.43,405.43,405.43,405.43
23-04-2018,08 - 09,429.73,429.73,429.73,429.73
23-04-2018,09 - 10,414.67,414.67,414.67,414.67
23-04-2018,10 - 11,404.91,404.91,404.91,404.91
23-04-2018,11 - 12,394.53,394.53,394.53,394.53
23-04-2018,12 - 13,384.14,384.14,384.14,384.14
23-04-2018,13 - 14,381.75,381.75,381.75,381.75
23-04-2018,14 - 15,377.7,377.7,377.7,377.7
23-04-2018,15 - 16,375.73,375.73,375.73,375.73
23-04-2018,16 - 17,373.76,373.76,373.76,373.76
23-04-2018,17 - 18,376.56,376.56,376.56,376.56
23-04-2018,18 - 19,387.15,387.15,387.15,387.15
23-04-2018,19 - 20,392.45,392.45,392.45,392.45
23-04-2018,20 - 21,388.81,388.81,388.81,388.81
23-04-2018,21 - 22,384.25,384.25,384.25,384.25
23-04-2018,22 - 23,373.76,373.76,373.76,373.76
23-04-2018,23 - 00,286.31,286.31,286.31,286.31
24-04-2018,00 - 01,291.07,291.07,291.07,291.07
24-04-2018,01 - 02,280.28,280.28,280.28,280.28
24-04-2018,02 - 03,280.28,280.28,280.28,280.28
24-04-2018,03 - 04,250.29,250.29,250.29,250.29
24-04-2018,04 - 05,242.82,242.82,242.82,242.82
24-04-2018,05 - 06,312.35,312.35,312.35,312.35
24-04-2018,06 - 07,377.41,377.41,377.41,377.41
24-04-2018,07 - 08,395.16,395.16,395.16,395.16
24-04-2018,08 - 09,397.85,397.85,397.85,397.85
24-04-2018,09 - 10,389.66,389.66,389.66,389.66
24-04-2018,10 - 11,383.02,383.02,383.02,383.02
24-04-2018,11 - 12,381.25,381.25,381.25,381.25
24-04-2018,12 - 13,378.66,378.66,378.66,378.66
24-04-2018,13 - 14,375.96,375.96,375.96,375.96
24-04-2018,14 - 15,369.21,369.21,369.21,369.21
24-04-2018,15 - 16,367.14,367.14,367.14,367.14
24-04-2018,16 - 17,371.91,371.91,371.91,371.91
24-04-2018,17 - 18,377.41,377.41,377.41,377.41
24-04-2018,18 - 19,380.11,380.11,380.11,380.11
24-04-2018,19 - 20,384.16,384.16,384.16,384.16
24-04-2018,20 - 21,382.7,382.7,382.7,382.7
24-04-2018,21 - 22,379.07,379.07,379.07,379.07
24-04-2018,22 - 23,374.71,374.71,374.71,374.71
24-04-2018,23 - 00,277.79,277.79,277.79,277.79
25-04-2018,00 - 01,368.22,368.22,368.22,368.22
25-04-2018,01 - 02,354.51,354.51,354.51,354.51
25-04-2018,02 - 03,339.45,339.45,339.45,339.45
25-04-2018,03 - 04,335.82,335.82,335.82,335.82
25-04-2018,04 - 05,336.75,336.75,336.75,336.75
25-04-2018,05 - 06,363.34,363.34,363.34,363.34
25-04-2018,06 - 07,391.48,391.48,391.48,391.48
25-04-2018,07 - 08,413.08,413.08,413.08,413.08
25-04-2018,08 - 09,424.81,424.81,424.81,424.81
25-04-2018,09 - 10,415.78,415.78,415.78,415.78
25-04-2018,10 - 11,411.73,411.73,411.73,411.73
25-04-2018,11 - 12,406.43,406.43,406.43,406.43
25-04-2018,12 - 13,395.84,395.84,395.84,395.84
25-04-2018,13 - 14,392.1,392.1,392.1,392.1
25-04-2018,14 - 15,387.95,387.95,387.95,387.95
25-04-2018,15 - 16,383.38,383.38,383.38,383.38
25-04-2018,16 - 17,381.09,381.09,381.09,381.09
25-04-2018,17 - 18,382.55,382.55,382.55,382.55
25-04-2018,18 - 19,384.93,384.93,384.93,384.93
25-04-2018,19 - 20,396.88,396.88,396.88,396.88
25-04-2018,20 - 21,401.03,401.03,401.03,401.03
25-04-2018,21 - 22,392.83,392.83,392.83,392.83
25-04-2018,22 - 23,378.7,378.7,378.7,378.7
25-04-2018,23 - 00,346.1,346.1,346.1,346.1
26-04-2018,00 - 01,356.74,356.74,356.74,356.74
26-04-2018,01 - 02,313.4,313.4,313.4,313.4
26-04-2018,02 - 03,317.57,317.57,317.57,317.57
26-04-2018,03 - 04,337.36,337.36,337.36,337.36
26-04-2018,04 - 05,339.86,339.86,339.86,339.86
26-04-2018,05 - 06,359.45,359.45,359.45,359.45
26-04-2018,06 - 07,385.81,385.81,385.81,385.81
26-04-2018,07 - 08,414.36,414.36,414.36,414.36
26-04-2018,08 - 09,450.62,450.62,450.62,450.62
26-04-2018,09 - 10,406.96,406.96,406.96,406.96
26-04-2018,10 - 11,399.46,399.46,399.46,399.46
26-04-2018,11 - 12,396.44,396.44,396.44,396.44
26-04-2018,12 - 13,392.06,392.06,392.06,392.06
26-04-2018,13 - 14,389.25,389.25,389.25,389.25
26-04-2018,14 - 15,386.23,386.23,386.23,386.23
26-04-2018,15 - 16,382.89,382.89,382.89,382.89
26-04-2018,16 - 17,380.19,380.19,380.19,380.19
26-04-2018,17 - 18,376.33,376.33,376.33,376.33
26-04-2018,18 - 19,382.58,382.58,382.58,382.58
26-04-2018,19 - 20,391.13,391.13,391.13,391.13
26-04-2018,20 - 21,395.19,395.19,395.19,395.19
26-04-2018,21 - 22,397.69,397.69,397.69,397.69
26-04-2018,22 - 23,390.6,390.6,390.6,390.6
26-04-2018,23 - 00,372.37,372.37,372.37,372.37
27-04-2018,00 - 01,366.3,366.3,366.3,366.3
27-04-2018,01 - 02,345.61,345.61,345.61,345.61
27-04-2018,02 - 03,338.92,338.92,338.92,338.92
27-04-2018,03 - 04,349.06,349.06,349.06,349.06
27-04-2018,04 - 05,355.23,355.23,355.23,355.23
27-04-2018,05 - 06,371.53,371.53,371.53,371.53
27-04-2018,06 - 07,395.88,395.88,395.88,395.88
27-04-2018,07 - 08,417.41,417.41,417.41,417.41
27-04-2018,08 - 09,432.46,432.46,432.46,432.46
27-04-2018,09 - 10,428.9,428.9,428.9,428.9
27-04-2018,10 - 11,419.5,419.5,419.5,419.5
27-04-2018,11 - 12,406.44,406.44,406.44,406.44
27-04-2018,12 - 13,393.58,393.58,393.58,393.58
27-04-2018,13 - 14,381.25,381.25,381.25,381.25
27-04-2018,14 - 15,378.32,378.32,378.32,378.32
27-04-2018,15 - 16,379.05,379.05,379.05,379.05
27-04-2018,16 - 17,383.76,383.76,383.76,383.76
27-04-2018,17 - 18,390.86,390.86,390.86,390.86
27-04-2018,18 - 19,394.63,394.63,394.63,394.63
27-04-2018,19 - 20,395.15,395.15,395.15,395.15
27-04-2018,20 - 21,395.46,395.46,395.46,395.46
27-04-2018,21 - 22,396.51,396.51,396.51,396.51
27-04-2018,22 - 23,392.95,392.95,392.95,392.95
27-04-2018,23 - 00,376.23,376.23,376.23,376.23
28-04-2018,00 - 01,377.95,377.95,377.95,377.95
28-04-2018,01 - 02,361.11,361.11,361.11,361.11
28-04-2018,02 - 03,350.27,350.27,350.27,350.27
28-04-2018,03 - 04,349.01,349.01,349.01,349.01
28-04-2018,04 - 05,344.28,344.28,344.28,344.28
28-04-2018,05 - 06,342.49,342.49,342.49,342.49
28-04-2018,06 - 07,366.58,366.58,366.58,366.58
28-04-2018,07 - 08,379,379,379,379
28-04-2018,08 - 09,384.68,384.68,384.68,384.68
28-04-2018,09 - 10,391.2,391.2,391.2,391.2
28-04-2018,10 - 11,389.52,389.52,389.52,389.52
28-04-2018,11 - 12,386.57,386.57,386.57,386.57
28-04-2018,12 - 13,378.58,378.58,378.58,378.58
28-04-2018,13 - 14,373.74,373.74,373.74,373.74
28-04-2018,14 - 15,368.06,368.06,368.06,368.06
28-04-2018,15 - 16,365.74,365.74,365.74,365.74
28-04-2018,16 - 17,367.85,367.85,367.85,367.85
28-04-2018,17 - 18,381.21,381.21,381.21,381.21
28-04-2018,18 - 19,389.94,389.94,389.94,389.94
28-04-2018,19 - 20,398.46,398.46,398.46,443.71
28-04-2018,20 - 21,402.57,402.57,402.57,442.03
28-04-2018,21 - 22,399.1,399.1,399.1,399.1
28-04-2018,22 - 23,388.89,388.89,388.89,388.89
28-04-2018,23 - 00,378.37,378.37,378.37,378.37
29-04-2018,00 - 01,377.95,377.95,377.95,377.95
29-04-2018,01 - 02,366.29,366.29,366.29,366.29
29-04-2018,02 - 03,363.25,363.25,363.25,363.25
29-04-2018,03 - 04,357.26,357.26,357.26,357.26
29-04-2018,04 - 05,356.63,356.63,356.63,356.63
29-04-2018,05 - 06,352.95,352.95,352.95,352.95
29-04-2018,06 - 07,362.09,362.09,362.09,362.09
29-04-2018,07 - 08,365.77,365.77,365.77,365.77
29-04-2018,08 - 09,374.07,374.07,374.07,374.07
29-04-2018,09 - 10,377.85,377.85,377.85,377.85
29-04-2018,10 - 11,378.48,378.48,378.48,378.48
29-04-2018,11 - 12,377.85,377.85,377.85,377.85
29-04-2018,12 - 13,374.38,374.38,374.38,374.38
29-04-2018,13 - 14,371.02,371.02,371.02,371.02
29-04-2018,14 - 15,367.55,367.55,367.55,367.55
29-04-2018,15 - 16,361.88,361.88,361.88,361.88
29-04-2018,16 - 17,363.67,363.67,363.67,363.67
29-04-2018,17 - 18,370.07,370.07,370.07,370.07
29-04-2018,18 - 19,373.96,373.96,373.96,373.96
29-04-2018,19 - 20,371.12,371.12,371.12,371.12
29-04-2018,20 - 21,370.91,370.91,370.91,370.91
29-04-2018,21 - 22,375.43,375.43,375.43,375.43
29-04-2018,22 - 23,370.81,370.81,370.81,370.81
29-04-2018,23 - 00,350.75,350.75,350.75,350.75
30-04-2018,00 - 01,335.41,335.41,335.41,335.41
30-04-2018,01 - 02,318.92,318.92,318.92,318.92
30-04-2018,02 - 03,263.56,263.56,263.56,263.56
30-04-2018,03 - 04,222.8,222.8,222.8,222.8
30-04-2018,04 - 05,251.27,251.27,251.27,251.27
30-04-2018,05 - 06,325.74,325.74,325.74,325.74
30-04-2018,06 - 07,356.31,356.31,356.31,356.31
30-04-2018,07 - 08,361.99,361.99,361.99,361.99
30-04-2018,08 - 09,374.38,374.38,374.38,374.38
30-04-2018,09 - 10,367.76,367.76,367.76,367.76
30-04-2018,10 - 11,364.61,364.61,364.61,364.61
30-04-2018,11 - 12,358.2,358.2,358.2,358.2
30-04-2018,12 - 13,356.63,356.63,356.63,356.63
30-04-2018,13 - 14,351.17,351.17,351.17,351.17
30-04-2018,14 - 15,346.33,346.33,346.33,346.33
30-04-2018,15 - 16,317.34,317.34,317.34,317.34
30-04-2018,16 - 17,316.08,316.08,316.08,316.08
30-04-2018,17 - 18,325.53,325.53,325.53,325.53
30-04-2018,18 - 19,325.53,325.53,325.53,325.53
30-04-2018,19 - 20,355.16,355.16,355.16,355.16
30-04-2018,20 - 21,361.67,361.67,361.67,361.67
30-04-2018,21 - 22,351.8,351.8,351.8,351.8
30-04-2018,22 - 23,347.59,347.59,347.59,347.59
30-04-2018,23 - 00,323.33,323.33,323.33,323.33
1/5/2018,00 - 01,198.68,198.68,198.68,198.68
1/5/2018,01 - 02,115.47,115.47,115.47,115.47
1/5/2018,02 - 03,88.47,88.47,88.47,88.47
1/5/2018,03 - 04,61.78,61.78,61.78,61.78
1/5/2018,04 - 05,47.28,47.28,47.28,47.28
1/5/2018,05 - 06,42.76,42.76,42.76,42.76
1/5/2018,06 - 07,51.59,51.59,51.59,51.59
1/5/2018,07 - 08,157.39,157.39,157.39,157.39
1/5/2018,08 - 09,255.73,255.73,255.73,255.73
1/5/2018,09 - 10,304.59,304.59,304.59,304.59
1/5/2018,10 - 11,326.02,326.02,326.02,326.02
1/5/2018,11 - 12,301.22,301.22,301.22,301.22
1/5/2018,12 - 13,267.71,267.71,267.71,267.71
1/5/2018,13 - 14,230.41,230.41,230.41,230.41
1/5/2018,14 - 15,230.2,230.2,230.2,230.2
1/5/2018,15 - 16,251.53,251.53,251.53,251.53
1/5/2018,16 - 17,275.69,275.69,275.69,275.69
1/5/2018,17 - 18,318.56,318.56,318.56,318.56
1/5/2018,18 - 19,325.81,325.81,325.81,325.81
1/5/2018,19 - 20,308.58,308.58,308.58,308.58
1/5/2018,20 - 21,303.12,303.12,303.12,303.12
1/5/2018,21 - 22,325.49,325.49,325.49,325.49
1/5/2018,22 - 23,336.42,336.42,336.42,336.42
1/5/2018,23 - 00,293.45,293.45,293.45,293.45
2/5/2018,00 - 01,266.17,266.17,266.17,266.17
2/5/2018,01 - 02,225.81,225.81,225.81,225.81
2/5/2018,02 - 03,299.31,299.31,299.31,299.31
2/5/2018,03 - 04,293.99,293.99,293.99,293.99
2/5/2018,04 - 05,321.08,321.08,321.08,321.08
2/5/2018,05 - 06,382.68,382.68,382.68,382.68
2/5/2018,06 - 07,402.76,402.76,402.76,402.76
2/5/2018,07 - 08,422.83,422.83,422.83,422.83
2/5/2018,08 - 09,430.16,430.16,430.16,430.16
2/5/2018,09 - 10,427.5,427.5,427.5,427.5
2/5/2018,10 - 11,424.32,424.32,424.32,424.32
2/5/2018,11 - 12,414.44,414.44,414.44,414.44
2/5/2018,12 - 13,404.67,404.67,404.67,404.67
2/5/2018,13 - 14,399.57,399.57,399.57,399.57
2/5/2018,14 - 15,398.83,398.83,398.83,398.83
2/5/2018,15 - 16,398.72,398.72,398.72,398.72
2/5/2018,16 - 17,400.31,400.31,400.31,400.31
2/5/2018,17 - 18,403.5,403.5,403.5,403.5
2/5/2018,18 - 19,404.35,404.35,404.35,404.35
2/5/2018,19 - 20,404.56,404.56,404.56,404.56
2/5/2018,20 - 21,404.67,404.67,404.67,404.67
2/5/2018,21 - 22,404.14,404.14,404.14,404.14
2/5/2018,22 - 23,399.25,399.25,399.25,399.25
2/5/2018,23 - 00,382.68,382.68,382.68,382.68
3/5/2018,00 - 01,364.21,364.21,364.21,364.21
3/5/2018,01 - 02,341.76,341.76,341.76,341.76
3/5/2018,02 - 03,331.55,331.55,331.55,331.55
3/5/2018,03 - 04,324.84,324.84,324.84,324.84
3/5/2018,04 - 05,342.82,342.82,342.82,342.82
3/5/2018,05 - 06,373.79,373.79,373.79,373.79
3/5/2018,06 - 07,400.49,400.49,400.49,400.49
3/5/2018,07 - 08,412.09,412.09,412.09,412.09
3/5/2018,08 - 09,418.9,418.9,418.9,418.9
3/5/2018,09 - 10,413.9,413.9,413.9,413.9
3/5/2018,10 - 11,412.09,412.09,412.09,412.09
3/5/2018,11 - 12,409.43,409.43,409.43,409.43
3/5/2018,12 - 13,403.79,403.79,403.79,403.79
3/5/2018,13 - 14,397.62,397.62,397.62,397.62
3/5/2018,14 - 15,394.64,394.64,394.64,394.64
3/5/2018,15 - 16,387.94,387.94,387.94,387.94
3/5/2018,16 - 17,388.26,388.26,388.26,388.26
3/5/2018,17 - 18,398.9,398.9,398.9,398.9
