Production SE areas in MWh,,,,,,
Data was last updated 14-12-2018,,,,,,
,Hours,SE1,SE2,SE3,SE4,SE
16-04-2018,19 - 20,2644,3940,9944,583,17111
16-04-2018,20 - 21,2837,4068,9960,579,17444
16-04-2018,21 - 22,2864,3948,9956,564,17331
16-04-2018,22 - 23,1865,3582,9955,542,15944
16-04-2018,23 - 00,1533,2940,9864,507,14844
17-04-2018,00 - 01,863,2109,9747,485,13204
17-04-2018,01 - 02,734,1894,9706,477,12810
17-04-2018,02 - 03,745,1891,9723,483,12842
17-04-2018,03 - 04,783,1965,9737,491,12976
17-04-2018,04 - 05,1063,2215,9784,521,13583
17-04-2018,05 - 06,1753,2597,9764,547,14662
17-04-2018,06 - 07,2289,3700,9844,604,16437
17-04-2018,07 - 08,2806,4303,9932,621,17661
17-04-2018,08 - 09,2798,4439,9887,624,17748
17-04-2018,09 - 10,2726,4406,9965,627,17723
17-04-2018,10 - 11,2711,4203,9910,633,17458
17-04-2018,11 - 12,2687,4085,9867,652,17290
17-04-2018,12 - 13,2486,3909,9861,672,16928
17-04-2018,13 - 14,2376,3682,9908,710,16675
17-04-2018,14 - 15,2360,3526,9918,743,16547
17-04-2018,15 - 16,2349,3426,9939,769,16482
17-04-2018,16 - 17,2356,3424,9970,792,16542
17-04-2018,17 - 18,2400,3576,10104,789,16870
17-04-2018,18 - 19,2555,3743,10211,775,17284
17-04-2018,19 - 20,2702,3820,10270,782,17573
17-04-2018,20 - 21,2691,3761,10298,782,17531
17-04-2018,21 - 22,2590,3564,10259,792,17205
17-04-2018,22 - 23,1835,3151,10284,779,16049
17-04-2018,23 - 00,1300,2686,10318,789,15093
18-04-2018,00 - 01,801,2061,10383,761,14006
18-04-2018,01 - 02,690,1921,10403,757,13771
18-04-2018,02 - 03,691,1941,10438,787,13857
18-04-2018,03 - 04,714,2000,10507,828,14048
18-04-2018,04 - 05,857,2280,10523,897,14557
18-04-2018,05 - 06,1616,2694,10509,963,15782
18-04-2018,06 - 07,2245,3811,10643,981,17679
18-04-2018,07 - 08,2556,4329,10658,986,18529
18-04-2018,08 - 09,2748,4494,10643,959,18843
18-04-2018,09 - 10,2721,4453,10609,931,18714
18-04-2018,10 - 11,2526,4316,10536,937,18316
18-04-2018,11 - 12,2474,4050,10462,924,17909
18-04-2018,12 - 13,2368,3902,10485,951,17707
18-04-2018,13 - 14,2347,3728,10517,997,17590
18-04-2018,14 - 15,2256,3613,10508,1022,17399
18-04-2018,15 - 16,2354,3649,10519,1035,17556
18-04-2018,16 - 17,2287,3791,10497,1021,17596
18-04-2018,17 - 18,2408,3862,10526,987,17783
18-04-2018,18 - 19,2606,4329,10528,953,18416
18-04-2018,19 - 20,2704,4631,10499,905,18739
18-04-2018,20 - 21,2504,4478,10449,871,18302
18-04-2018,21 - 22,2601,4321,10420,847,18188
18-04-2018,22 - 23,1886,4120,10366,833,17205
18-04-2018,23 - 00,1475,3757,10284,806,16322
19-04-2018,00 - 01,1110,3327,10229,796,15462
19-04-2018,01 - 02,973,3113,10140,771,14997
19-04-2018,02 - 03,1014,3249,10115,748,15126
19-04-2018,03 - 04,1093,3275,10095,721,15183
19-04-2018,04 - 05,1341,3420,10049,690,15500
19-04-2018,05 - 06,1986,3779,10023,688,16476
19-04-2018,06 - 07,2538,4702,10043,678,17960
19-04-2018,07 - 08,2736,5251,10062,637,18685
19-04-2018,08 - 09,3014,5241,10013,598,18865
19-04-2018,09 - 10,2807,4825,9949,576,18157
19-04-2018,10 - 11,2747,4389,9783,563,17483
19-04-2018,11 - 12,2669,4092,9784,563,17108
19-04-2018,12 - 13,2427,3709,9786,563,16485
19-04-2018,13 - 14,2413,3623,9760,566,16361
19-04-2018,14 - 15,2270,3381,9769,569,15989
19-04-2018,15 - 16,2162,3388,9863,574,15987
19-04-2018,16 - 17,2140,3433,9856,586,16015
19-04-2018,17 - 18,2139,3499,9902,588,16127
19-04-2018,18 - 19,2578,3589,9978,590,16735
19-04-2018,19 - 20,2638,3714,10069,602,17023
19-04-2018,20 - 21,2592,3757,10162,621,17132
19-04-2018,21 - 22,2459,3863,10260,633,17214
19-04-2018,22 - 23,1786,3554,10385,644,16368
19-04-2018,23 - 00,1421,3187,10466,679,15752
20-04-2018,00 - 01,1108,2774,10414,634,14929
20-04-2018,01 - 02,975,2610,10476,665,14725
20-04-2018,02 - 03,927,2396,10529,697,14549
20-04-2018,03 - 04,965,2448,10565,738,14716
20-04-2018,04 - 05,1219,2666,10641,766,15292
20-04-2018,05 - 06,1974,3067,10628,835,16504
20-04-2018,06 - 07,2355,4102,10642,878,17977
20-04-2018,07 - 08,2627,4793,10711,874,19004
20-04-2018,08 - 09,2859,4956,10583,859,19256
20-04-2018,09 - 10,2918,5079,10518,844,19358
20-04-2018,10 - 11,2864,4861,10423,833,18980
20-04-2018,11 - 12,2890,4666,10319,850,18725
20-04-2018,12 - 13,2700,4197,10385,896,18178
20-04-2018,13 - 14,2677,3918,10478,923,17996
20-04-2018,14 - 15,2607,3688,10536,989,17819
20-04-2018,15 - 16,2560,3470,10602,1065,17697
20-04-2018,16 - 17,2418,3639,10684,1106,17847
20-04-2018,17 - 18,2168,3877,10754,1141,17940
20-04-2018,18 - 19,2416,4015,10825,1161,18418
20-04-2018,19 - 20,2512,4037,10870,1205,18624
20-04-2018,20 - 21,2260,3899,10921,1232,18312
20-04-2018,21 - 22,2142,3808,10971,1251,18172
20-04-2018,22 - 23,1725,3758,10989,1227,17699
20-04-2018,23 - 00,1452,3347,10990,1238,17027
21-04-2018,00 - 01,1178,2802,10923,1279,16182
21-04-2018,01 - 02,892,2636,10834,1272,15634
21-04-2018,02 - 03,840,2626,10740,1272,15479
21-04-2018,03 - 04,803,2659,10672,1262,15396
21-04-2018,04 - 05,803,2753,10601,1246,15403
21-04-2018,05 - 06,701,2809,10532,1246,15287
21-04-2018,06 - 07,757,3197,10529,1254,15736
21-04-2018,07 - 08,976,3507,10480,1228,16192
21-04-2018,08 - 09,1259,4324,10463,1219,17265
21-04-2018,09 - 10,1303,4350,10438,1245,17336
21-04-2018,10 - 11,1226,4323,10435,1264,17248
21-04-2018,11 - 12,1179,4144,10493,1255,17071
21-04-2018,12 - 13,1478,4130,10553,1282,17443
21-04-2018,13 - 14,1452,3838,10597,1314,17200
21-04-2018,14 - 15,1460,3648,10611,1312,17031
21-04-2018,15 - 16,1459,3730,10573,1292,17053
21-04-2018,16 - 17,1415,3824,10539,1259,17037
21-04-2018,17 - 18,1411,4181,10516,1207,17314
21-04-2018,18 - 19,1674,4909,10420,1134,18137
21-04-2018,19 - 20,2000,5248,10332,1030,18610
21-04-2018,20 - 21,2073,5171,10280,954,18478
21-04-2018,21 - 22,2078,5103,10309,912,18401
21-04-2018,22 - 23,1750,4653,10323,879,17604
21-04-2018,23 - 00,1139,4032,10288,848,16307
22-04-2018,00 - 01,738,3339,10249,765,15089
22-04-2018,01 - 02,682,3090,10188,718,14677
22-04-2018,02 - 03,685,2980,10126,672,14463
22-04-2018,03 - 04,707,2982,10022,638,14349
22-04-2018,04 - 05,699,2935,9970,595,14199
22-04-2018,05 - 06,691,2871,9887,544,13994
22-04-2018,06 - 07,871,3096,9828,491,14285
22-04-2018,07 - 08,750,3393,9750,470,14362
22-04-2018,08 - 09,1539,3816,9666,485,15506
22-04-2018,09 - 10,1689,3919,9643,474,15725
22-04-2018,10 - 11,1685,3950,9597,482,15714
22-04-2018,11 - 12,1712,3800,9583,488,15583
22-04-2018,12 - 13,1727,3697,9573,489,15486
22-04-2018,13 - 14,1744,3556,9581,484,15366
22-04-2018,14 - 15,1660,3484,9584,488,15216
22-04-2018,15 - 16,1760,3517,9579,490,15347
22-04-2018,16 - 17,1804,3693,9576,499,15572
22-04-2018,17 - 18,1845,3909,9592,512,15858
22-04-2018,18 - 19,1835,4025,9648,536,16044
22-04-2018,19 - 20,2080,4085,9699,545,16409
22-04-2018,20 - 21,2098,4139,9735,575,16547
22-04-2018,21 - 22,2126,4074,9850,615,16664
22-04-2018,22 - 23,1842,3865,9962,676,16346
22-04-2018,23 - 00,1142,3320,10061,725,15247
23-04-2018,00 - 01,993,2847,10151,793,14783
23-04-2018,01 - 02,911,2814,10172,869,14765
23-04-2018,02 - 03,944,3008,10253,954,15159
23-04-2018,03 - 04,977,3140,10324,1017,15458
23-04-2018,04 - 05,1249,3306,10421,1064,16039
23-04-2018,05 - 06,1402,3651,10516,1106,16675
23-04-2018,06 - 07,1964,4601,10617,1151,18333
23-04-2018,07 - 08,2438,5367,10670,1129,19605
23-04-2018,08 - 09,2648,5465,10665,1092,19870
23-04-2018,09 - 10,2628,5399,10722,1060,19810
23-04-2018,10 - 11,2731,5521,10701,1056,20009
23-04-2018,11 - 12,2681,5640,10750,1105,20176
23-04-2018,12 - 13,2491,5489,10834,1136,19949
23-04-2018,13 - 14,2550,5309,10856,1201,19916
23-04-2018,14 - 15,2439,5203,10873,1232,19747
23-04-2018,15 - 16,2447,5104,10863,1254,19667
23-04-2018,16 - 17,2519,5263,10908,1278,19967
23-04-2018,17 - 18,2514,5212,10909,1247,19881
23-04-2018,18 - 19,2547,5443,10857,1285,20132
23-04-2018,19 - 20,2540,5526,10794,1284,20144
23-04-2018,20 - 21,2478,5239,10769,1280,19765
23-04-2018,21 - 22,2363,4950,10826,1308,19447
23-04-2018,22 - 23,1975,4662,10870,1320,18826
23-04-2018,23 - 00,1384,3636,10903,1338,17260
24-04-2018,00 - 01,1078,3243,10874,1288,16483
24-04-2018,01 - 02,1029,3216,10814,1254,16313
24-04-2018,02 - 03,967,3102,10792,1209,16070
24-04-2018,03 - 04,1009,2975,10818,1161,15962
24-04-2018,04 - 05,1285,3250,10831,1101,16467
24-04-2018,05 - 06,1666,3679,10802,1095,17242
24-04-2018,06 - 07,2014,4549,10857,1134,18554
24-04-2018,07 - 08,2521,5095,10881,1174,19670
24-04-2018,08 - 09,2515,5131,10734,1166,19546
24-04-2018,09 - 10,2519,5022,10766,1219,19526
24-04-2018,10 - 11,2734,5236,10659,1274,19903
24-04-2018,11 - 12,2674,5193,10614,1321,19801
24-04-2018,12 - 13,2607,4913,10634,1390,19545
24-04-2018,13 - 14,2633,4914,10574,1491,19612
24-04-2018,14 - 15,2500,4772,10601,1556,19430
24-04-2018,15 - 16,2543,4837,10654,1605,19639
24-04-2018,16 - 17,2514,4845,10647,1651,19656
24-04-2018,17 - 18,2486,4942,10590,1728,19746
24-04-2018,18 - 19,2612,5194,10504,1718,20028
24-04-2018,19 - 20,2738,5412,10361,1707,20219
24-04-2018,20 - 21,2920,5363,10187,1673,20143
24-04-2018,21 - 22,3095,5486,10058,1630,20270
24-04-2018,22 - 23,2493,5381,9922,1559,19355
24-04-2018,23 - 00,2015,4655,9912,1480,18062
25-04-2018,00 - 01,1093,3889,9857,1405,16244
25-04-2018,01 - 02,934,3773,9809,1310,15826
25-04-2018,02 - 03,807,3654,9755,1192,15408
25-04-2018,03 - 04,1025,3849,9673,1081,15628
25-04-2018,04 - 05,1320,4311,9637,958,16226
25-04-2018,05 - 06,1897,4711,9477,892,16978
25-04-2018,06 - 07,2551,5346,9402,873,18171
25-04-2018,07 - 08,2959,5878,9325,806,18968
25-04-2018,08 - 09,2963,5961,9226,771,18921
25-04-2018,09 - 10,2968,5964,9160,730,18821
25-04-2018,10 - 11,3020,5998,9046,702,18766
25-04-2018,11 - 12,2788,5934,8997,681,18400
25-04-2018,12 - 13,2642,5876,8985,694,18197
25-04-2018,13 - 14,2605,5775,9007,734,18119
25-04-2018,14 - 15,2461,5492,8968,785,17705
25-04-2018,15 - 16,2318,5535,9061,850,17764
25-04-2018,16 - 17,2302,5597,9235,931,18065
25-04-2018,17 - 18,2312,5625,9377,967,18281
25-04-2018,18 - 19,2321,5573,9361,988,18242
25-04-2018,19 - 20,2241,5322,9337,1014,17914
25-04-2018,20 - 21,2293,5330,9335,996,17953
25-04-2018,21 - 22,1689,5341,9642,1001,17673
25-04-2018,22 - 23,1378,5213,9653,975,17218
25-04-2018,23 - 00,1268,4835,9649,983,16734
26-04-2018,00 - 01,933,4352,9712,1052,16049
26-04-2018,01 - 02,874,4392,9709,1018,15992
26-04-2018,02 - 03,840,4320,9686,970,15816
26-04-2018,03 - 04,1042,4368,9655,956,16020
26-04-2018,04 - 05,1291,4403,9668,938,16300
26-04-2018,05 - 06,1768,4907,9670,972,17317
26-04-2018,06 - 07,2419,5741,9689,990,18839
26-04-2018,07 - 08,2751,5968,9623,993,19335
26-04-2018,08 - 09,2780,5889,9532,972,19173
26-04-2018,09 - 10,2629,5786,9596,965,18976
26-04-2018,10 - 11,2415,5663,9585,949,18612
26-04-2018,11 - 12,2327,5499,9597,938,18361
26-04-2018,12 - 13,2113,5359,9668,937,18077
26-04-2018,13 - 14,2216,5433,9676,945,18270
26-04-2018,14 - 15,2188,5467,9698,965,18318
26-04-2018,15 - 16,2233,5360,9753,988,18335
26-04-2018,16 - 17,2292,5284,9798,1047,18421
26-04-2018,17 - 18,2298,5286,9781,1086,18450
26-04-2018,18 - 19,2389,5380,9760,1060,18588
26-04-2018,19 - 20,2460,5417,9670,982,18529
26-04-2018,20 - 21,2467,5447,9671,935,18520
26-04-2018,21 - 22,2427,5430,9728,934,18519
26-04-2018,22 - 23,1760,5246,9994,988,17988
26-04-2018,23 - 00,1495,4795,10101,1044,17435
27-04-2018,00 - 01,1075,4192,10227,1028,16522
27-04-2018,01 - 02,830,4132,10200,1024,16186
27-04-2018,02 - 03,771,3863,10187,1000,15822
27-04-2018,03 - 04,846,3913,10170,976,15906
27-04-2018,04 - 05,1372,3944,10115,958,16389
27-04-2018,05 - 06,1777,4341,10115,974,17207
27-04-2018,06 - 07,2352,5127,10251,1006,18736
27-04-2018,07 - 08,2969,5495,10318,1031,19813
27-04-2018,08 - 09,2921,5534,10239,1038,19733
27-04-2018,09 - 10,2912,5513,10220,1039,19683
27-04-2018,10 - 11,2816,5430,10197,1033,19477
27-04-2018,11 - 12,2521,5383,10197,1044,19145
27-04-2018,12 - 13,2327,5248,10209,1060,18845
27-04-2018,13 - 14,2320,5344,10270,1074,19007
27-04-2018,14 - 15,2317,5322,10285,1060,18984
27-04-2018,15 - 16,2297,5366,10312,1029,19005
27-04-2018,16 - 17,2340,5569,10337,1003,19249
27-04-2018,17 - 18,2572,5623,10303,920,19418
